SKU,Quantity,ProductCategory,ProductName,Margin,AverageDiscount,OrderCount_Ratio_Discounted_vs_FullPrice,Seasonality
9-3369026273|EE0051|3-4,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικές Ζακέτες για Κορίτσια","OVS παιδική ζακέτα φούτερ με κουκούλα, τύπωμα και lettering  (3-10 ετών) Μπλε Σκούρο 3-4Y",24.43,11.97,inf,january
9-3548000300|EE0019|90,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Εσώρουχα / Γυναικεία Σουτιέν,"Lovable γυναικείο σουτιέν ""24H Lift"" cup C Μαύρο 90",30.26,9.18,inf,january
9-4237004291|EE0019|4,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικείες Σαγιονάρες & Παντόφλες,"Clarks γυναικείες σαγιονάρες ""Arla Kaylie 2"" Μαύρο 37",42.23,22.53,inf,july-august
9-4552001161|EE1059|36-40,11.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Κάλτσες / Ανδρικές Κάλτσες Μακριές,"Happy Socks unisex κάλτσες ""Tomato"" Πράσινο 36-40",22.48,3.58,1.0,february
9-4577000197|EC1102|356,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικείες Σαγιονάρες & Παντόφλες,"Havaianas γυναικείες σαγιονάρες ""Slim Logo Metallic"" Ροζ 35/36",27.31,9.6,inf,july
9-4580000022|EE0019|378,5.0,Ανδρική Μόδα / Ανδρικά Παπούτσια / Ανδρικές Παντόφλες & Σαγιονάρες,Havaianas unisex σαγιονάρες ''Top''  Μαύρο 37/38,37.67,6.6,1.0,may
9-4580000023|EE2890|456,2.0,Ανδρική Μόδα / Ανδρικά Παπούτσια / Ανδρικές Παντόφλες & Σαγιονάρες,Havaianas unisex σαγιονάρες ''Brasil Logo''  Μπλε Σκούρο 45/46,21.86,3.0,inf,july
9-4818000103|EE0019|40,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικεία Μποτάκια,"Mexx γυναικεία δερμάτινα μποτάκια Chelsea ""Pur Mobi"" Μαύρο 40",17.31,51.33,inf,january-march
9-4920000132|EE0051|34,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Παπούτσια / Παιδικά Παπούτσια για Αγόρια / Παιδικές Σαγιονάρες & Σανδάλια για Αγόρια",Biomecanics παιδικά πέδιλα πολύχρωμα Μπλε Σκούρο 34,23.69,9.0,inf,may
9-5142000002|EE2707|3332,6.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Τζιν / Ανδρικά Τζιν Straight,"Levi's® ανδρικό τζην παντελόνι πεντάτσεπο Stonewash Straight Fit ""501® Original"" Denim Blue 33W 32L",19.84,0.0,0.0,june
9-5142000209|EE6531|M,3.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Levi's® ανδρικό T-shirt με κεντημένο λογότυπο Standard Fit Μπλε M,42.89,5.4,inf,may
9-5143000185|EE6042|L,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικεία T-Shirts,"Levi's® γυναικείο T-shirt με graphic print Standard Fit ""Graphic Iconic"" Μαύρο L",39.24,7.0,inf,april-may
9-5168000019|EE0327|10,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Φορέματα / Γυναικεία Φορέματα Midi,Closet London γυναικείο φόρεμα midi με πλισέ σχέδιο Λαδί 10,34.0,0.0,0.0,april-may
979278502622,0.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Lancôme Poeme Eau de Parfume 100 ml,41.14,55.91,inf,july
1028285,8.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Narciso Rodriguez For Her Eau de Toilette Spray 50ml,39.11,27.79,1.0,october-november
1030018,5.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Αποσμητικά Αρωμάτων,Moschino Cheap & Chic I Love Love Deodorant Spray 50 ml ,20.6,10.77,1.0,september-october
1051710,4.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Dsquared2 Wood for Her EdT Dsquared2 Wood for Her EdT 50 ml,41.78,24.64,2.0,november-december
1056713,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Shiseido Synchro Skin Self Refreshing Powder Foundation 130 Opal,31.18,0.0,0.0,april
1057401,3.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Μάσκες Περιποίησης Προσώπου / Μάσκες Αντιγήρανσης & Σύσφιξης Προσώπου,Shiseido Vital Perfection Uplifting And Firming Express Eye Mask (12 packs),39.22,42.86,2.75,june-july
10697477,1.0,Προϊόντα Ομορφιάς,Cacharel Amor Amor Eau de Toilette 1.2 ml Δείγμα ,41.88,0.0,0.0,march-april
1080287,4.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Guerlain Aqua Allegoria Flora Cherrysia - Eau De Toilette 75 ml,24.54,36.87,inf,september
3G2003140|G0433|L,3.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Ανδρικό T-shirt με κεντημένο λογότυπο στο στήθος ""Tonal Archive Shield"" Μπλε Σκούρο L",18.3,23.32,inf,july-august
3G2003140|G0433|XXL,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Ανδρικό T-shirt με κεντημένο λογότυπο στο στήθος ""Tonal Archive Shield"" Μπλε Σκούρο XXL",21.84,22.71,inf,july-august
3G2003300|G0433|M,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Gant ανδρικό T-shirt με small logo και lettering Regular Fit Μπλε Σκούρο M,27.81,0.0,0.0,april
3G205066|G0410|38,5.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες,Gant ανδρική chino βερμούδα Comfort Stretch Casual Fit Μπλε Σκούρο 38,39.54,32.4,inf,july
3G205069|G0248|40,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,Gant ανδρική cargo βερμούδα Comfort Stretch Relaxed Fit Μπεζ 40,40.82,43.22,inf,july-august
3G205069|G0301|34,3.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,Gant ανδρική cargo βερμούδα Comfort Stretch Relaxed Fit Λαδί 34,15.21,40.3,inf,july-august
3G205069|G0410|36,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,Gant ανδρική cargo βερμούδα Comfort Stretch Relaxed Fit Μπλε Σκούρο 36,30.32,30.88,inf,may
3G3250046|G0989|M,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,Gant ανδρικό πουκάμισο button down με καρό σχέδιο και τσέπη με κεντημένο λογότυπο Regular Fit Μπλε Σκούρο M,27.52,24.0,inf,may
3NCS47100|NC2BU|L,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πλεκτά / Ανδρικά Πουλόβερ,Nautica ανδρικό πουλόβερ με ψηλό λαιμό και κεντημένο λογότυπο Μπεζ L,21.66,41.65,inf,february
3NCT71053|NC6NR|XL,9.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Nautica ανδρικό μαγιό με εξωτερικές ραφές Μπορντό XL,18.6,16.5,inf,july
3PJ8915|L001|T10A,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά Μπλουζάκια Πόλο για Αγόρια",Lacoste παιδική πόλο μπλούζα πικέ με κεντημένο λογότυπο Regular Fit Λευκό 10Y,25.13,30.68,inf,february
3PJ8915|L031|T14A,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά Μπλουζάκια Πόλο για Αγόρια",Lacoste παιδική πόλο μπλούζα πικέ με κεντημένο λογότυπο Regular Fit Μαύρο 14Y,43.29,0.0,0.0,december
900240501227,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Yves Saint Laurent Libre L'Absolu Platine Yves Saint Laurent Libre L'Absolu Platine 90 ml,24.7,74.86,inf,july
9-3006000492,1.0,Προϊόντα Ομορφιάς / Αντηλιακά / Αντηλιακά Προσώπου,Diοr Solar The Protective Creme SPF 30 Sunscreen for Face - Protective Cream - High Protection 50 ml,30.56,13.62,inf,september
9-3007002945,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μάσκαρα Ματιών,Dior Diorshow Iconic Overcurl Volume Mascara - 24h Wear - Fortifying Effect 694 Brown,36.09,14.67,4.0,january-march
9-3007002963,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Ρουζ,Dior Rouge Blush Cheek and Cheekbone Blush - Long Wear 219 Rose Montaigne,25.91,16.92,inf,november
9-3007003078,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Dior Rouge Dior The Refill Lipstick Refill - 2 Finishes: Velvet and Satin 772 Classic Rosewood Velvet Finish,44.15,12.72,inf,december
9-3308012486|EC6164|L,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt μονόχρωμο με contrast κεντημένο έμβλημα Μπεζ L,43.87,9.0,1.0,june-july
9-3308012486|EC6164|XXL,3.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt μονόχρωμο με contrast κεντημένο έμβλημα Μπεζ XXL,22.55,0.0,0.0,may
9-3308012560|ED2066|S,5.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt μονόχρωμο με κεντημένο λογότυπο Slim Fit Μπλε Σκούρο S,29.92,14.85,inf,february-march
9-3308012720|ED8723|3XL,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικές Μπλούζες Πολο,"Timberland ανδρική μπλούζα πόλο πικέ κοντομάνικη με κεντημένο tree logo Regular Fit ""Millers River"" Πράσινο Ανοιχτό 3XL",24.03,15.0,inf,may
9-3308012730|EE0039|L,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt με camo tree logo print Regular Fit Μπλε L,23.55,7.0,inf,may
9-3371018751|EE1664|11-12,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Τζιν για Κορίτσια",OVS παιδικό τζην παντελόνι με paper bag μέση Denim Blue Ανοιχτό 11-12Y,16.11,12.8,inf,july
9-3371018908|EE0019|12-13,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Κολάν για Κορίτσια",OVS παιδικό κολάν 3/4 μονόχρωμο με ελαστική μέση Μαύρο 12-13Y,33.29,3.48,inf,september
9-3371019146|EE0436|10-11,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Παντελόνια Υφασμάτινα για Κορίτσια",OVS παιδικό παντελόνι cargo με ζώνη Regular Fit Καφέ 10-11Y,30.08,5.99,inf,april
9-4137001133|EA8340|C12,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Παπούτσια / Παιδικά Παπούτσια για Αγόρια / Παιδικές Σαγιονάρες & Σανδάλια για Αγόρια","Crocs παιδικά clogs ""Classic"" Σομον 29/30",16.54,8.55,inf,august
9-4574001573|EE0810|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια",Mayoral βρεφικό μαγιό με all-over print Πράσινο Μέντας 3Y,23.36,0.0,0.0,april
9-4574001613|EB9285|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Φορέματα για Κορίτσια",Mayoral παιδικό φόρεμα αμάνικο ασύμμετρο με ριγέ σχέδιο Φούξια 3Y,42.25,9.2,inf,may
9-4574001638|EE0317|10,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Σετ Ρούχων για Κορίτσια",Mayoral παιδικό σετ με T-shirt με print και βερμούδα Πράσινο 10Y,22.19,6.0,inf,may
9-4574001656|EE0319|12M,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Παντελόνια για Αγόρια / Παιδικά Σόρτς & Βερμούδες για Αγόρια",Mayoral παιδική βερμούδα με τσέπες Βεραμάν 12M,19.35,2.8,inf,may
9-4649000000|EA8903|XL,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Εσώρουχα / Ανδρικά Εσώρουχα Σετ,Calvin Klein σετ ανδρικά εσώρουχα σλιπ με logo print στο λάστιχο (3 τεμάχια) Κόκκινο XL,29.68,8.98,inf,august
9-4862000074,0.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Μάσκες Περιποίησης Προσώπου / Ενυδατικές Μάσκες Προσώπου,L'Occitane En Provence Soothing Mask 75 ml,44.57,0.0,0.0,september
9-4862000312,1.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,L'Occitane Lavender Relaxing Exfoliating Body Soap 150 gr,22.26,2.75,0.5,january
9-4862000324,9.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,L'Occitane Shea Milk Sensitive Skin Extra Rich Soap 250ml,35.16,2.75,2.0,april-may
9-4896001480,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Kiko Milano 3D Hydra Lipgloss 19 Cream Cashmere,37.85,1.2,0.08,october-december
9-4896002538,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano Smart Nail Lacquer 73 Candy Pink,22.13,0.0,0.0,august
9-4946000254|EE8277|M,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες Αμάνικες,"Hugo Boss γυναικείο αμάνικο τοπ μονόχρωμο με contrast logo print  ""Datamia""  Λευκό M",36.85,16.62,2.5,may-june
9-4947000461|ED8657|S,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,"Hugo Boss ανδρικό μαγιό με all-over print και ελαστική μέση ""Tartuga"" Γαλάζιο S",26.03,20.98,inf,may
9-4947000464|EE1149|ONESI,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Αξεσουάρ / Ανδρικά Καπέλα & Σκούφοι,Hugo Boss ανδρικό καπέλο με all-over print Μαύρο ONE SIZE,33.97,0.0,0.0,april
9-5103000018|ED1048|38,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικεία Sneakers / Με Κορδόνια,"Hoff γυναικεία sneakers με suede λεπτομέρειες ""Therma"" Πολύχρωμο 38",34.01,0.0,0.0,march
