SKU,Quantity,PopularMonths
9-5035000196|EE0019|39,1.0,march-april
9-5036000044|EE0019|42,1.0,january
1053616,2.0,november-december
1058794,2.0,october
1058829,5.0,december
1058954,4.0,november-december
1080385,5.0,june
1083852,1.0,june
1084628,5.0,november-december
1080867,3.0,november
1084351,3.0,september-october
12306279,23.0,august-september
1084505,3.0,october-november
1084746,3.0,april
1085304,0.0,may
3NC55V106|NC4VN|M,2.0,may
3PH0084|LHCF|T7,1.0,may
9-2077003738,2.0,march
9-3372016240|EE0322|10-11,1.0,june
9-3548000537|EE0019|80,1.0,april
9-3970008529|EB8371|42,1.0,april-may
9-3971000252|ED3145|39,1.0,july
9-4199002383|EE0018|M,0.0,march
9-4499002345|EE0016|54,1.0,april
9-4508000818|EB9373|S,1.0,april
9-4552001015|EE1059|36-40,1.0,january
9-4730000376|EE0808|1SZ,2.0,march
9-4730000399|EE0847|1SZ,1.0,february
9-4824001138|EE0019|MEDIUM,1.0,july
9-4896001124,7.0,august-september
9-5142000024|EE5900|XXL,3.0,december
9-5142000211|EE2560|XL,3.0,april
979240500395,1.0,january
1058751,2.0,april
1080993,4.0,may-july
1085224,5.0,april-may
12306255,1.0,november
1083898,11.0,may
12307656,16.0,march
900278504362,1.0,november
900278504368,1.0,october-november
900278800956,1.0,february
917241800160,1.0,december
917278503258,1.0,april
9-3309010077|EE0039|100,1.0,april
9-3309010134|ED2080|075,2.0,may
9-3369027391|EE0051|9-10,1.0,may
9-3370026277|EE1241|3-4,1.0,february
9-3372016192|EE0018|13-14,1.0,august
9-3970008523|EE0444|42,1.0,may
9-4552000812|EE1059|36-40,10.0,january-february
9-4580000022|EE0019|434,5.0,july-august
9-4620000187,1.0,april
9-4668000115|EE0004|12M,1.0,april
9-4669000327|EB0180|16,1.0,july
9-4730000377|EE0847|1SZ,2.0,may
9-4896001172,11.0,february
9-4896001196,8.0,september-october
9-4896001204,8.0,june-july
9-4896001229,12.0,february
9-4896001287,4.0,july-august
9-4896001335,8.0,september-october
9-4920000137|EE0051|23,2.0,may
9-5142000022|EE6098|M,3.0,july
9-5142000073|EE8092|XXL,0.0,june
9-5142000274|EE6570|XL,3.0,april
1058738,8.0,november
1081044,3.0,june-july
1084133,3.0,july
1084390,3.0,november-december
1084455,6.0,december
1084885,2.0,april
1084504,2.0,march-may
1084900,1.0,may
1085125,5.0,march
12307332| | ,15.0,november-december
3412967081001|P0000|L,1.0,march
900241800246,0.0,july
9-2077003498,1.0,november-december
9-3309010036|EE8499|095,1.0,june-july
9-3369027420|ED8580|4-5,0.0,may
9-3372016567|EE0018|10-11,0.0,april
9-3970008520|EE0018|48,0.0,march
9-4499002358|EE0016|6,1.0,may
9-4508000704|ED4743|S,0.0,november
9-4508000704|ED4743|XL,0.0,february-march
9-4552000815|EE1059|36-40,1.0,january-december
9-4824001946|EE0068|XX LARGE,0.0,march
9-4824002016|EE3563|X LARGE,0.0,may
9-4896001228,10.0,october-november
9-4896001340,14.0,february
9-4896003006,11.0,october
9-5142000002|EE2707|3232,4.0,may
9-5142000239|EE1413|3232,0.0,may
9-5143000017|EE1411|L,1.0,march
9-5143000170|EE6036|M,2.0,april
9-5168000018|EE4383|12,2.0,may
1045706,4.0,december
1045802,2.0,july
1054437,3.0,february
1058955,3.0,september-october
12303119,52.0,january
12307330,6.0,august
1084398,11.0,november-december
3CN3010424|B435BG|T52,1.0,may
900278504369,1.0,july
900278504456,0.0,may
900278504471,1.0,november-december
900278800994,0.0,january-december
9-1683022339|EE0017|4,0.0,may
917241800145,2.0,june
917278503260,1.0,january-december
9-4552000811|EE1059|41-46,5.0,february
9-4552001103|EE1059|41-46,3.0,february
9-4619000082,1.0,april
9-4668000130|EE0215|4,2.0,april
9-4730000364|EE0438|1SZ,2.0,may
9-4824001946|EE0068|LARGE,2.0,april
9-4824002001|ED5133|3432,0.0,april
9-4896001382,23.0,june-july
9-5142000003|EA9552|4034,2.0,april
9-5142000050|EA8876|XL,3.0,april
9-5143000141|EE1411|2326,0.0,april
9-5143000169|EE6012|S,1.0,may
1051712,4.0,november
1045905,2.0,july
1053842,1.0,june
1053847,1.0,september-november
1053887,7.0,june
1058953,7.0,july
1080683,2.0,september
1080915,3.0,october-november
1080985,5.0,november
1080998,3.0,june
1084908,3.0,may
1083915,1.0,december
1085288,0.0,april
900278504180,1.0,january-february
9-1683021534|EE1754|11,1.0,august
9-3309010134|ED2080|095,1.0,june
9-3369026564|EE0051|8-9,0.0,february
9-3372016193|EE1664|10-11,1.0,august
9-3372016571|EE0051|14-15,0.0,april
9-3548000572|EE0018|85,1.0,january-february
9-3970008542|EA0903|46,0.0,may
9-4730000383|EE0847|1SZ,0.0,may
9-4730000384|EE0068|1SZ,1.0,may
9-4896001231,7.0,october
9-4920000142|EE0018|26,1.0,may
9-5142000006|EE6930|3632,1.0,november
9-5143000171|EE3264|S,1.0,may
9-5143000179|EE6928|M,1.0,may
1058608,2.0,october
1080992,3.0,july
1081025,5.0,august
1084063,4.0,january
1084132,4.0,july
1084180,2.0,september-october
1084773,2.0,may
1085045,1.0,march
1058732,4.0,november
1058830,3.0,january-december
1084348,3.0,february
1084391,4.0,november-december
1084440,3.0,october
1084499,5.0,march
1084502,3.0,october
3200797305001|P0000|M,0.0,may
12308630,2.0,july
3NCK41050|NC7CN|XL,7.0,june-july
3PH0084|L166|T7,0.0,april
900278504115,1.0,november
900278504314,2.0,january
900278504371,1.0,october
9-3309010066|EB9718|085,1.0,august
9-3970008544|EE0334|44,2.0,april-may
9-4580000023|EE2890|412,9.0,august
9-4730000416|EE1647|1SZ,0.0,may
9-5142000259|EB9085|M,1.0,may
1045142,5.0,december
1045804,2.0,october-november
1047794,2.0,september
1058667,2.0,january
1080457,4.0,november
1080969,2.0,november
1083846,3.0,march-april
1083914,2.0,march-april
1084026,4.0,january-december
1084418,7.0,april-may
1085307,0.0,may
1083900,10.0,may
1084419,6.0,october-december
1085309,0.0,april
3412959135002|P0000|L,2.0,may
3454966215004|P0000|ONE,0.0,may
900278504189,0.0,january
9-3309010133|ED2079|090,1.0,august
9-3370026282|EE0419|3-4,2.0,may
9-3372016193|EE1664|13-14,1.0,june
9-4508000718|ED3004|XL,0.0,january
9-4508000739|EE7044|L,0.0,december
9-4508000811|ED2019|XXL,1.0,may
9-4552000825|EE1059|36-40,9.0,february
9-4580000022|EE0019|456,2.0,june
9-4620000149,1.0,april
9-4896001179,5.0,february
9-4896001265,0.0,october-december
9-4920000125|EE0051|20,1.0,may
9-5142000048|EE3243|XXL,3.0,may
9-5143000109|EE2554|2832,1.0,may
9-5143000136|EE2558|M,0.0,april
979207703237,2.0,july
1045977,3.0,january-april
1053922,4.0,may
1058939,2.0,may
1080988,0.0,november-december
1084128,2.0,october-november
1084644,0.0,november
1084446,2.0,march
12307653,9.0,august-september
3412959137002|P0000|M,0.0,april-may
3412968765001|P0000|S,0.0,may
900240501503,1.0,january-december
900278504360,1.0,december
900278800924,2.0,june
9-2077003698,1.0,december
9-2077003770,3.0,december
9-3372016235|EE0019|14-15,1.0,july
9-3372016586|EE0051|14-15,1.0,april
9-3970008542|EA0903|48,1.0,may
9-4237003994|EE0019|5+,1.0,april
9-4237004283|EE0981|4,1.0,june-july
9-4896001186,23.0,november-december
9-4896001355,6.0,october-november
9-4896003022,24.0,july-august
9-4952000126|ED9539|31,1.0,april
9-5142000020|EE6933|M,2.0,january
9-5142000207|ED1178|L,1.0,april-may
9-5143000062|EE1415|2830,0.0,january-march
9-5168000005|EE0321|10,1.0,may
979278800460,0.0,february
1031249,13.0,november-december
1057394,1.0,june-july
3200909145001|P0000|M,0.0,february
3G2003301|G0005|L,0.0,march-april
3G205066|G0248|34,3.0,july-august
3G205069|G0301|36,3.0,june-july
3NCK41050|NC4NN|L,11.0,june-july
9-0995032956|EE0684|12,0.0,may
9-2212001928|EE0073|.,2.0,april
9-3007002629,1.0,november
9-3007002855,0.0,february
9-3007002877,1.0,september
9-3007002950,1.0,november
9-3007002956,1.0,november-december
9-3308012458|EE0034|M,2.0,august
1052268,3.0,december
1056679,2.0,october-november
10697501,1.0,june-july
1080192,1.0,april
37-46SMA0123075|0000|10+,1.0,october
9-0995032504|EE0014|12,1.0,july
9-0995032923|EE1378|2,1.0,may
9-2554002625,1.0,february
9-3006000645,1.0,august
9-3007002297,0.0,january-december
9-3007002846,2.0,november
9-3007002948,0.0,april
9-3007002978,1.0,june
9-3007002989,1.0,december
9-3007003141,0.0,january
9-3007003206,1.0,july
9-3007003331,2.0,may
9-3308012427|EC6144|L,9.0,july
9-3308012439|EC6144|3XL,0.0,june
9-3308012458|EE0034|L,5.0,february
9-3308012626|EE0034|L,8.0,february
9-3308012680|EE0019|XXL,0.0,april
9-3371018895|EE0019|10-11,2.0,july
9-3371018895|EE0019|13-14,1.0,august-september
9-3371019141|EE0019|13-14,0.0,march
9-3917002020|EA3917|23,1.0,may
9-3917002027|ED5292|22,2.0,may
9-4065001383|EE7602|M6/W8,1.0,june-september
9-4549000241,0.0,february
9-4574001600|EA5434|8,1.0,may
9-4598000569|ED7756|39,1.0,may
9-4603000084|EE0358|100,2.0,july
9-4641000101|ED5945|43,1.0,march
9-4763000030|EE6933|2.5,1.0,january-march
9-4862000187,3.0,january-december
9-4896001402,16.0,january
9-4896002290,17.0,january-february
9-4896002407,1.0,july-august
9-4896002467,1.0,february
9-4896002556,1.0,december
9-4896002577,3.0,july
9-4896002587,1.0,june-july
9-4896002686,35.0,june-july
9-4896002696,12.0,january-december
9-4946000254|EE1149|L,1.0,february
9-4946000254|EE8277|XL,0.0,february
9-4947000244|EE1149|L,1.0,july
9-4947000251|EE1149|S,0.0,july
9-4947000271|EE1149|48,1.0,may
9-4947000439|EA6672|ONESI,4.0,march
9-4947000456|EA7813|M,1.0,april
9-4947000456|EE1149|L,2.0,april
9-4947000471|ED8657|M,1.0,may
9-5000001689|EE0052|L,1.0,june
9-5000001900|EE1131|40,0.0,june
9-5222000079|ED7906|42,1.0,march
9-5238000014,2.0,april-may
1031229,4.0,february
1034693,2.0,september
1052036,2.0,october
1052248,6.0,september
1052328,0.0,september
1052624,4.0,february
1056716,2.0,november
1057407,2.0,july
1057420,2.0,january
1080205,2.0,november
1080265,5.0,february
3200963889004|P0000|M,2.0,may
10692478,0.0,march-april
3200951368002|P0000|S,1.0,february
3G2003140|G0005|XXL,1.0,august
3G205066|G0410|40,3.0,june
3G205069|G0410|33,2.0,june-august
3G920006300|G0005|XXL,1.0,june
3GW4200564|G0419|L,0.0,may
3GW4200573|G0433|M,1.0,may
3NCK41050|NC4NV|S,1.0,april
9-0995033065|EE2284|4,1.0,may
9-0995033084|EE0011|18,1.0,may
9-2212001654|EE6729|.,2.0,october-december
9-2212001984|ED9897|.,1.0,may
9-3006000666,1.0,may
9-3007002433,0.0,november-december
9-3007002580,1.0,october-december
9-3007002588,1.0,october-november
9-3007002612,1.0,april
9-3007002881,2.0,september
9-3007002973,1.0,october
9-3007003072,0.0,january-december
9-3007003231,1.0,october
9-3308012464|EA5968|L,4.0,june
9-3308012499|EE0363|M,1.0,september
9-3308012546|ED2066|3XL,1.0,march
9-3308012560|ED2066|XL,9.0,january
9-3308012662|ED2068|XXL,1.0,may
9-3371018845|EE0019|13-14,2.0,august
935278503830,1.0,november
9-4065001416|EA8340|M6/W8,0.0,march
9-4598000578|EE7958|39,2.0,may
9-4862000226,2.0,september
9-4862000313,11.0,july
9-4862000318,1.0,july
9-4862000332,13.0,december
9-4862000343,2.0,may
9-4896002275,27.0,october-november
9-4896002363,6.0,august
9-4896002452,4.0,april
9-4896002469,3.0,january
9-4896002489,24.0,january
9-4896002539,6.0,april
9-4896002567,2.0,june
9-4896002570,6.0,february
9-4896002589,7.0,october
9-4896002684,17.0,june-july
9-4896002689,10.0,january-december
9-4947000286|EC3789|XL,1.0,july
9-4947000459|EE1149|L,3.0,april-may
9-4947000482|EE1149|4046,4.0,april-may
9-5000001776|ED2847|38,0.0,may
9-5223000036|EE6513|T.U.,1.0,may
9-5238000015,1.0,october-november
1043158,1.0,july
1054546,3.0,february
1057944,4.0,june
1058244,2.0,may-june
1081714,5.0,june
1082454,0.0,november-december
1083384,2.0,october
1083549,1.0,november
1083758,3.0,september-november
2-7006006586,0.0,april-may
1083550,7.0,july
3250769904002|P0000|6,1.0,january-february
9-2077003991,2.0,november-december
925278503271,1.0,january-december
925470700004,1.0,july
9-2889014210|EE0379|L,1.0,july
9-4007005135|EE0004|52 ΕΚ,4.0,april-may
9-4447000208|ED2063|090,2.0,july-august
9-4508000657|ED1005|XXL,1.0,july
9-4631000296,6.0,april
9-4690000165|EE0019|OS,9.0,november-december
9-4842000592|EE2891|5,0.0,may
9-4862000975,2.0,january-december
9-4896001566,7.0,january
9-4896001788,7.0,january-december
9-4896003657,2.0,october
9-4896003961,19.0,october
9-4985000717,1.0,october
9-4985000850,3.0,april
9-5289000040,3.0,january-february
1042216,2.0,july
1053020,3.0,september
1082390,4.0,april
1082493,11.0,november-december
1083306,3.0,april
1083554,2.0,february
1083591,6.0,november-december
1083769,2.0,september-october
1082769,2.0,july
3G2062034|G0110|XXL,1.0,july
3NCN1R02896|NC459|M,0.0,april
3NCN7R02861|NC504|L,3.0,april
9-2077003958,0.0,november-december
9-2275002211|EE0436|XXL,1.0,april
925278503497,3.0,january-december
9-3233002379|EE5219|U,1.0,may
9-3233002395|EE5219|U,0.0,may
9-3233002399|EE5219|U,2.0,may
9-4357000353|EE0438|XL,2.0,april
9-4357000611|EE0019|75,1.0,november
9-4508000671|EE0033|M,1.0,may-june
9-4508000685|EE4240|S,1.0,july
9-4633000173,2.0,april
9-4862000749,6.0,june
9-4896001537,5.0,january-february
9-4896003468,9.0,june-july
9-4896003473,12.0,october-november
9-4896003478,4.0,october-december
9-4896003671,8.0,december
9-4896003725,6.0,february
9-4985000062,2.0,november
9-5287000015|EE0847|.,1.0,january-december
9-5305000091|EE0018|38,1.0,march
1042358,2.0,january-december
1044932,3.0,may-june
1054548,5.0,june-july
1082494,1.0,october-november
1082737,1.0,september
1083538,2.0,october-december
1083545,3.0,june
1083623,11.0,october-november
1083789,5.0,september
1082907,5.0,june
1083597,5.0,october-december
3G1505280-34|G0023|34,2.0,august
3G9960351|G0410|4042,2.0,april
925278503275,1.0,january-december
925278503363,1.0,november
9-2889014250|EE0379|M,1.0,july-august
9-4508000682|EE0018|M,2.0,may
9-4559001177|EE0019|T/U,1.0,october-december
9-4559001547|EE0019|T/U,2.0,january-february
9-4631000196,0.0,april
9-4631000212,0.0,december
9-4686000697|EB4374|XL,0.0,september
9-4842000572|EE4261|5,0.0,may
9-4866000045,1.0,january
9-4896001830,3.0,march
9-4896003956,28.0,october-november
9-4985000792,2.0,july
9-5091000057|EA6039|1,1.0,march
1054858,3.0,june
1054872,2.0,september-december
1058046,3.0,november-december
1058080,5.0,july
1081719,3.0,september
1082626,2.0,december
1082661,3.0,october
1082843,6.0,may
1083710,2.0,august
1083717,2.0,october
1083577,8.0,december
1083756,6.0,may-june
1083800,5.0,november-december
3250863913002|P0000|M,1.0,march
3G2062034|G0433|3XL,1.0,june
3NCN1R02980|NC483|XXL,2.0,april
3NCN7R02876|NC459|XXL,3.0,may
3NF4160KL|LG000|T00,1.0,january
9-2077004205,2.0,january-december
9-2275002208|EA1668|O/S,3.0,april
9-2275002211|EE0436|XL,1.0,april
9-3008000586,6.0,april
9-3233002274|ED4478|U,1.0,february
9-3308011945|EE0018|XXL,1.0,june
9-3308012151|EE0039|XXL,2.0,may
9-3309010175|ED8729|090,3.0,may
9-4007005475|EE0009|2,1.0,may
9-4508000667|EE3487|L,1.0,july
9-4631000244,1.0,april
9-4633000118,1.0,july
9-4842000638|EA0556|2,1.0,may
9-4862000426,1.0,july
9-4862000916,5.0,january
9-4862000937,6.0,april
9-4866000002,3.0,january
9-4896001844,15.0,september-october
9-4896003585,7.0,january
9-4985000094,1.0,july
9-4985000105,2.0,december
9-4985000136,2.0,july
9-5308000028|ED8013|S,0.0,may
1041199,1.0,june
1041252,1.0,november-december
12309363,4.0,january
3200679219107|P0000|L,1.0,april-may
3CJ2501024|B515IN|T54,4.0,may
3PS1295|B032MI|TXL,2.0,may
3XL7291|B795BR|T54,0.0,november
900470700085,1.0,december
900470700142,2.0,july
9-0280000511,0.0,february-march
9-2075001793,0.0,april
9-3686001954|EA9440|1SZ,0.0,march
9-3715002960|EE2768|XXL,1.0,may
9-4520000664|ED3236|42,1.0,may
9-4623000136,5.0,april
9-4669000936|ED0833|12,0.0,april
9-4669000937|ED7425|12,0.0,april
9-4896001097,4.0,august-november
9-4896001942,8.0,october-december
9-4896001959,11.0,june-july
9-4896002053,12.0,april
9-4896004071,11.0,february
9-4896004276,5.0,january-december
9-4896004698,2.0,november-december
9-4896004710,29.0,october-november
9-4896005128,6.0,february
9-4896005190,12.0,february-march
9-4896005214,17.0,february
9-4896005245,1.0,april
9-4896005271,6.0,may
9-5000000046|EE0019|S,1.0,may
9-5035000191|EE0334|39,2.0,may
9-5037000069|EE0438|25,1.0,may
1059574,3.0,november-december
1059854,2.0,september
12309719,10.0,october
35H1803|LP52|TS,1.0,july-september
3EF7252|L70V|T38,1.0,july
3G2013033|G0005|M,3.0,may-august
3G2013033|G0433|4XL,1.0,july-august
3G2013042|G0433|L,4.0,june-july
3GU902512109|G0407|XXL,1.0,may
900470700165,2.0,november
900470700167,2.0,november
9-0527010070|EE1754|11,1.0,june
9-4621000061,1.0,june
9-4622000009,0.0,december
9-4724000008|EB2698|75,1.0,february
9-4896000866,13.0,january
9-4896001107,8.0,november
9-4896001113,1.0,october
9-4896002087,1.0,january
9-4896004008,2.0,june-july
9-4896004144,19.0,may-june
9-4896004210,1.0,february
9-4896004679,4.0,february
9-4896004766,14.0,october
9-4896005267,0.0,march
9-5022000060|EC6637|NS,1.0,june
9-5035000196|EE0019|40,2.0,may
9-5036000015|EE0019|44,1.0,january-december
9-5036000103|EE0019|43,2.0,january
9-5037000064|EE1059|23,1.0,may
9-5037000069|EE0438|23,2.0,may
959300800268,2.0,october-december
1047824,5.0,april
1053969,1.0,october-november
1058739,9.0,november-december
1058813,2.0,december
1080347,3.0,december
1084012,3.0,june-july
1084042,5.0,april-may
1085198,3.0,april-may
1085303,2.0,may
1080337,1.0,may
12306337,24.0,september
12307658,11.0,august
3EF1107|L166|T36,3.0,june-july
1084531,1.0,december
1085215,3.0,may
1085292,3.0,april
1085346,1.0,april
12305952,29.0,february
3G3000101|G0110|M,1.0,april
3NC55V106|NC4VN|S,2.0,april
3NF1888PO|LG000|T00,5.0,july
3TH0284|LCPI|T7,1.0,april
9-2077003516,1.0,july
9-3370026257|EE1075|4-5,0.0,april
9-3372016193|EE1664|11-12,1.0,september
9-3372016590|EE0051|11-12,1.0,april
9-3970008523|EE0444|44,1.0,may
9-3970008523|EE0444|48,0.0,may
9-4499002113|EE0317|54,0.0,may
9-4508000799|EE0019|L,0.0,february
9-4619000030,2.0,november-december
9-4668000127|EE0375|4,2.0,may
9-5142000216|EE2557|3432,2.0,may
9-5143000016|EA2949|L,2.0,february
9-5143000168|EE1411|27,1.0,april
1044960,4.0,november
1058512,2.0,december
1058572,2.0,april
1058723,1.0,november-december
1058734,3.0,april
1058740,1.0,april
1084768,4.0,april
1080987,4.0,november
1084019,4.0,july
12307339,15.0,august
3NF2609PO|LG000|T00,0.0,february
900278504367,1.0,february
9-3372016236|EE0018|14-15,1.0,july
9-3970008563|EB8371|50,0.0,april-may
9-3971000275|ED9257|37,2.0,may
9-4318000733|EE0019|XL,0.0,january
9-4552001172|EE1059|41-46,9.0,february
9-4577000210|EA5985|390,4.0,june-july
9-4920000120|EE0018|24,1.0,may
949300800220,2.0,november-december
9-5142000003|EA9552|3434,2.0,july
9-5142000048|EE3243|L,3.0,june
9-5143000030|EE2554|2526,0.0,may
9-5143000062|EE1415|2730,0.0,december
9-5168000002|EE1355|8,2.0,september
979207703241,3.0,january
1058671,2.0,june-july
1058940,2.0,june
1059225,1.0,june
1084022,5.0,september-november
1084127,8.0,july-august
1084501,4.0,march
1085180,2.0,march
1058684,5.0,september
12303926,3.0,february-march
1084629,2.0,november-december
1084901,1.0,november-december
12302714,14.0,october-november
12307661,23.0,august
3EF1107|L166|T40,1.0,june-july
3G3000101|G0410|XL,1.0,july-august
3G7006299|G0433|3XL,1.0,february
900241800242,0.0,january-december
900278503957,1.0,december
900278503973,1.0,october-november
900278504446,3.0,october-november
9-2077003849,4.0,january
9-3309010135|ED2081|090,1.0,july-august
9-3369027402|EE0018|5-6,0.0,may
9-3370026292|EE0321|9-10,1.0,may
9-3970008512|EE6516|42,0.0,may
9-4318000881|ED7888|XL,1.0,may
9-4499002349|EE0016|50,2.0,may
9-4552001102|EE1059|41-46,26.0,january
9-4552001166|EE1059|41-46,13.0,february
9-4619000026,2.0,july
9-4620000148,1.0,january
9-4824001585|EE0334|3200,1.0,july
9-5142000016|EE6012|M,2.0,july
9-5142000020|EE6933|XXL,4.0,january
9-5142000108|EE6531|3132,1.0,january
1044961,4.0,october-november
1047064,2.0,february
1047085,7.0,october-november
1047796,1.0,july
1080389,4.0,november-december
1080515,6.0,july
1080528,3.0,october-november
1084345,4.0,january-december
1080520,6.0,january
1083849,1.0,february
3412959135002|P0000|M,0.0,may
3G7006299|G0301|XXL,3.0,august
3NCK47174|NC3SU|M,0.0,january
900278504221,1.0,october-november
900278504522,1.0,may
9-2077003465,7.0,july
9-2077003746,2.0,july-august
9-3370026280|EE0334|9-10,0.0,april
9-3372016596|EE0019|13-14,0.0,april
9-3970008542|EA0903|44,1.0,may
9-4318000549|EA1183|L,0.0,april
9-4552001110|EE1059|36-40,1.0,january-february
9-4552001164|EE1059|41-46,10.0,february
9-4619000007,0.0,april
9-4620000169,2.0,april
9-4896000004,6.0,august
9-4896000006,5.0,october-november
